"DTSTART;VALUE=DATE";"DTEND;VALUE=DATE";RRULE;SUMMARY
20180909;20180909;"FREQ=YEARLY;INTERVAL=1";san Pietro Claver
20180910;20180910;"FREQ=YEARLY;INTERVAL=1";san Nicola da Tolentino
20180911;20180911;"FREQ=YEARLY;INTERVAL=1";san Ramiro
20180912;20180912;"FREQ=YEARLY;INTERVAL=1";"Santissimo Nome di Maria; san Tesauro"
20180913;20180913;"FREQ=YEARLY;INTERVAL=1";san Giovanni Crisostomo (vescovo e dottore della Chiesa) - Memoria
20180914;20180914;"FREQ=YEARLY;INTERVAL=1";Esaltazione della Santa Croce - Festa
20180915;20180915;"FREQ=YEARLY;INTERVAL=1";Beata Vergine Maria Addolorata - Memoria
20180916;20180916;"FREQ=YEARLY;INTERVAL=1";"santi Cornelio (papa) e Cipriano (vescovo) (martiri) - Memoria; santa Ludmilla"
20180917;20180917;"FREQ=YEARLY;INTERVAL=1";san Roberto Bellarmino (vescovo e dottore della Chiesa) - Memoria facoltativa
20180918;20180918;"FREQ=YEARLY;INTERVAL=1";santa Sofia (martire)
20180919;20180919;"FREQ=YEARLY;INTERVAL=1";san Gennaro (vescovo e martire) - Memoria facoltativa
20180920;20180920;"FREQ=YEARLY;INTERVAL=1";santi Andrea Kim Taeg?n, Paolo Ch?ng Hasang e compagni (martiri in Corea) - Memoria
20180921;20180921;"FREQ=YEARLY;INTERVAL=1";san Matteo apostolo ed evangelista - Festa, Madonna delle Grazie
20180922;20180922;"FREQ=YEARLY;INTERVAL=1";san Maurizio, Candido, Essuperio, Vittore e compagni (martiri)
20180923;20180923;"FREQ=YEARLY;INTERVAL=1";"san Padre Pio da Pietrelcina; san Lino (papa)"
20180924;20180924;"FREQ=YEARLY;INTERVAL=1";Beata Vergine Maria della Mercede
20180925;20180925;"FREQ=YEARLY;INTERVAL=1";san Nicolao della Flüe (eremita)
20180926;20180926;"FREQ=YEARLY;INTERVAL=1";Santi Cosma e Damiano (martiri) - Memoria facoltativa
20180927;20180927;"FREQ=YEARLY;INTERVAL=1";san Vincenzo de' Paoli (sacerdote) - Memoria
20180928;20180928;"FREQ=YEARLY;INTERVAL=1";"san Venceslao (martire) - Memoria facoltativa; san Prospero martire; san Lorenzo Ruiz e compagni - Memoria facoltativa"
20180929;20180929;"FREQ=YEARLY;INTERVAL=1";santi Michele, Gabriele e Raffaele Arcangeli - Festa
20180930;20180930;"FREQ=YEARLY;INTERVAL=1";san Girolamo (sacerdote e dottore della Chiesa) - Memoria
20181001;20181001;"FREQ=YEARLY;INTERVAL=1";santa Teresa di Lisieux (vergine e dottore della Chiesa) - Memoria
20181002;20181002;"FREQ=YEARLY;INTERVAL=1";Santi Angeli custodi - Memoria
20181003;20181003;"FREQ=YEARLY;INTERVAL=1";"san Francesco Borgia; santa Geraldine; sant'Edmondo di Scozia"
20181004;20181004;"FREQ=YEARLY;INTERVAL=1";san Francesco d'Assisi (Patrono d'Italia) - Festa
20181005;20181005;"FREQ=YEARLY;INTERVAL=1";"san Placido (martire e discepolo di san Benedetto); santa Faustina Kowalska; Santi Martiri di Treviri (martiri della persecuzione dell’imperatore Diocleziano (243-313) a Treviri)"
20181006;20181006;"FREQ=YEARLY;INTERVAL=1";San Bruno (sacerdote) - Memoria facoltativa
20181007;20181007;"FREQ=YEARLY;INTERVAL=1";Beata Vergine Maria del Rosario - Memoria
20181008;20181008;"FREQ=YEARLY;INTERVAL=1";"santa Reparata; san Giovanni Calabria; San Felice di Como vescovo."
20181009;20181009;"FREQ=YEARLY;INTERVAL=1";"san Dionigi e compagni - Memoria facoltativa; san Giovanni Leonardi - Memoria facoltativa; san Donnino di Fidenza (martire)"
20181010;20181010;"FREQ=YEARLY;INTERVAL=1";"san Tommaso di Villanova; san Daniele Comboni"
20181011;20181011;"FREQ=YEARLY;INTERVAL=1";sant'Alessandro Sauli
20181012;20181012;"FREQ=YEARLY;INTERVAL=1";Nostra Signora del Pilar
20181013;20181013;"FREQ=YEARLY;INTERVAL=1";san Teofilo di Antiochia
20181014;20181014;"FREQ=YEARLY;INTERVAL=1";san Callisto I (papa e martire) - Memoria facoltativa
20181015;20181015;"FREQ=YEARLY;INTERVAL=1";santa Teresa d'Avila (vergine e dottore della Chiesa) - Memoria
20181016;20181016;"FREQ=YEARLY;INTERVAL=1";"santa Edvige - Memoria facoltativa; santa Margherita Maria Alacoque - Memoria facoltativa"
20181017;20181017;"FREQ=YEARLY;INTERVAL=1";sant'Ignazio di Antiochia (vescovo e martire) - Memoria
20181018;20181018;"FREQ=YEARLY;INTERVAL=1";san Luca Evangelista - Festa
20181019;20181019;"FREQ=YEARLY;INTERVAL=1";"san Paolo della Croce; santi Giovanni de Bre'beuf, Isaac Jogues e compagni - Memoria facoltativa; santa Laura di Cordova"
20181020;20181020;"FREQ=YEARLY;INTERVAL=1";santa Maria Bertilla Boscardin
20181021;20181021;"FREQ=YEARLY;INTERVAL=1";san Gaspare del Bufalo
20181022;20181022;"FREQ=YEARLY;INTERVAL=1";santa Maria Salome' (madre degli apostoli Giacomo e Giovanni)
20181023;20181023;"FREQ=YEARLY;INTERVAL=1";san Giovanni da Capestrano (sacerdote) - Memoria facoltativa
20181024;20181024;"FREQ=YEARLY;INTERVAL=1";sant'Antonio Maria Claret (vescovo) - Memoria facoltativa
20181025;20181025;"FREQ=YEARLY;INTERVAL=1";santi Crispino e Crispinianoe san Cleto diacono di Tivoli e santa Daria Martire
20181026;20181026;"FREQ=YEARLY;INTERVAL=1";"san Folco Scotti di Piacenza e Pavia; San Cedda, vescovo"
20181027;20181027;"FREQ=YEARLY;INTERVAL=1";san Frumenzio
20181028;20181028;"FREQ=YEARLY;INTERVAL=1";santi Simone e Giuda (apostoli) - Festa
20181029;20181029;"FREQ=YEARLY;INTERVAL=1";sant'Ermelinda
20181030;20181030;"FREQ=YEARLY;INTERVAL=1";san Marcello di Tangeri
20181031;20181031;"FREQ=YEARLY;INTERVAL=1";santa Lucilla di Roma e San Quintino
20181101;20181101;"FREQ=YEARLY;INTERVAL=1";Tutti i Santi
20181102;20181102;"FREQ=YEARLY;INTERVAL=1";Commemorazione di tutti i fedeli defunti
20181103;20181103;"FREQ=YEARLY;INTERVAL=1";Santa Silvia, san Martino de Porres (religioso) - Memoria facoltativa
20181104;20181104;"FREQ=YEARLY;INTERVAL=1";san Carlo Borromeo (vescovo) - Memoria
20181105;20181105;"FREQ=YEARLY;INTERVAL=1";beato Guido Maria Conforti (fondatore dei Missionari Saveriani)
20181106;20181106;"FREQ=YEARLY;INTERVAL=1";san Leonardo di Noblac (eremita)
20181107;20181107;"FREQ=YEARLY;INTERVAL=1";san Prosdocimo di Padova
20181108;20181108;"FREQ=YEARLY;INTERVAL=1";santi Quattro Coronati
20181109;20181109;"FREQ=YEARLY;INTERVAL=1";Dedicazione della basilica Lateranense - Festa
20181110;20181110;"FREQ=YEARLY;INTERVAL=1";san Leone Magno (papa e dottore della Chiesa) - Memoria
20181111;20181111;"FREQ=YEARLY;INTERVAL=1";san Martino di Tours (vescovo) - Memoria
20181112;20181112;"FREQ=YEARLY;INTERVAL=1";san Giosafat Kuncewycz (vescovo e martire) - Memoria san Renato martire
20181113;20181113;"FREQ=YEARLY;INTERVAL=1";"San Brizio di Tours; san Diego di Alcala'; sant'Omobono di Cremona;"
20181114;20181114;"FREQ=YEARLY;INTERVAL=1";san Clementino
20181115;20181115;"FREQ=YEARLY;INTERVAL=1";sant'Alberto Magno (vescovo e dottore della Chiesa) - Memoria facoltativa
20181116;20181116;"FREQ=YEARLY;INTERVAL=1";santa Margherita di Scozia o santa Gertrude la Grande - Memoria facoltativa
20181117;20181117;"FREQ=YEARLY;INTERVAL=1";santa Elisabetta d'Ungheria (religiosa) - Memoria
20181118;20181118;"FREQ=YEARLY;INTERVAL=1";Dedicazione delle basiliche di Santi Pietro e Paolo apostoli - Memoria facoltativa
20181119;20181119;"FREQ=YEARLY;INTERVAL=1";"santa Matilde di Hackeborn; san Fausto di Alessandria"
20181120;20181120;"FREQ=YEARLY;INTERVAL=1";santi Avventore, Ottavio e Solutore
20181121;20181121;"FREQ=YEARLY;INTERVAL=1";Presentazione della Beata Vergine Maria - Memoria
20181122;20181122;"FREQ=YEARLY;INTERVAL=1";santa Cecilia - Memoria
20181123;20181123;"FREQ=YEARLY;INTERVAL=1";"san Clemente I (papa e martire); san Colombano abate - Memoria facoltativa"
20181124;20181124;"FREQ=YEARLY;INTERVAL=1";sant'Andrea Dung-Lac e compagni (martiri vietnamiti) - Memoria
20181125;20181125;"FREQ=YEARLY;INTERVAL=1";santa Caterina d'Alessandria
20181126;20181126;"FREQ=YEARLY;INTERVAL=1";"sant'Umile da Bisignano; san Leonardo da Porto Maurizio"
20181127;20181127;"FREQ=YEARLY;INTERVAL=1";"san Primitivo; Beata Vergine della Medaglia Miracolosa ; san Gustavo"
20181128;20181128;"FREQ=YEARLY;INTERVAL=1";san Giacomo della Marca
20181129;20181129;"FREQ=YEARLY;INTERVAL=1";"San Francesco Antonio Fasani; san Saturnino"
20181130;20181130;"FREQ=YEARLY;INTERVAL=1";sant'Andrea Apostolo - Festa
20181201;20181201;"FREQ=YEARLY;INTERVAL=1";sant'Eligio (vescovo)
20181202;20181202;"FREQ=YEARLY;INTERVAL=1";santa Bibiana
20181203;20181203;"FREQ=YEARLY;INTERVAL=1";san Francesco Saverio (sacerdote) - Memoria
20181204;20181204;"FREQ=YEARLY;INTERVAL=1";san Giovanni Damasceno (sacerdote e dottore della Chiesa) - Memoria facoltativa
20181205;20181205;"FREQ=YEARLY;INTERVAL=1";san Saba (abate)
20181206;20181206;"FREQ=YEARLY;INTERVAL=1";san Nicola (vescovo) - Memoria facoltativa
20181207;20181207;"FREQ=YEARLY;INTERVAL=1";sant'Ambrogio (vescovo e dottore della Chiesa) - Memoria
20181208;20181208;"FREQ=YEARLY;INTERVAL=1";Immacolata Concezione - Solennita'
20181209;20181209;"FREQ=YEARLY;INTERVAL=1";san Juan Diego Cuauhtlatoatzin (veggente di Guadalupe)
20181210;20181210;"FREQ=YEARLY;INTERVAL=1";Beata Vergine Maria di Loreto
20181211;20181211;"FREQ=YEARLY;INTERVAL=1";san Damaso I - Memoria facoltativa
20181212;20181212;"FREQ=YEARLY;INTERVAL=1";"santa Giovanna Francesca de Chantal (religiosa) - Memoria facoltativa; Nostra Signora di Guadalupe"
20181213;20181213;"FREQ=YEARLY;INTERVAL=1";santa Lucia da Siracusa - Memoria
20181214;20181214;"FREQ=YEARLY;INTERVAL=1";san Giovanni della Croce (sacerdote e dottore della Chiesa) - Memoria
20181215;20181215;"FREQ=YEARLY;INTERVAL=1";santa Maria Crocifissa Di Rosa e beato Carlo Steeb
20181216;20181216;"FREQ=YEARLY;INTERVAL=1";santa Albina (martire)
20181217;20181217;"FREQ=YEARLY;INTERVAL=1";san Giovanni de Matha
20181218;20181218;"FREQ=YEARLY;INTERVAL=1";san Malachia (profeta)
20181219;20181219;"FREQ=YEARLY;INTERVAL=1";san Dario di Nicea
20181220;20181220;"FREQ=YEARLY;INTERVAL=1";san Domenico di Silos
20181221;20181221;"FREQ=YEARLY;INTERVAL=1";san Pietro Canisio (sacerdote e dottore della Chiesa) - Memoria facoltativa
20181222;20181222;"FREQ=YEARLY;INTERVAL=1";"santa Francesca Saverio Cabrini; san Demetrio"
20181223;20181223;"FREQ=YEARLY;INTERVAL=1";san Giovanni da Kety (sacerdote) - Memoria facoltativa
20181224;20181224;"FREQ=YEARLY;INTERVAL=1";san Giacobbe (profeta)
20181225;20181225;"FREQ=YEARLY;INTERVAL=1";Natale del Signore - Solennita'
20181226;20181226;"FREQ=YEARLY;INTERVAL=1";santo Stefano protomartire - Festa
20181227;20181227;"FREQ=YEARLY;INTERVAL=1";san Giovanni Evangelista - Festa
20181228;20181228;"FREQ=YEARLY;INTERVAL=1";santi Innocenti - Festa
20181229;20181229;"FREQ=YEARLY;INTERVAL=1";"san Tommaso Becket (vescovo e martire) - Memoria facoltativa; san Davide"
20181230;20181230;"FREQ=YEARLY;INTERVAL=1";san Ruggero di Canne (vescovo)
20181231;20181231;"FREQ=YEARLY;INTERVAL=1";"san Silvestro I - Memoria facoltativa; santa Melania"
